DATE,yhat_lower,yhat_upper,CC Volume
2018-03-13,256.1993171673948,608.5733119693448,402.81769420657906
2018-03-14,253.76016478681856,600.3251485697517,385.9718921482609
2018-03-15,243.58845225843464,572.2139204749058,366.4592485356076
2018-03-16,226.74383256599404,538.34187518483,358.8124835323664
2018-03-17,44.05545728808816,107.32013679970991,70.12845088211886
2018-03-18,29.712490135713818,70.49513902360347,46.6507205841763
2018-03-19,264.290155786643,615.5666187815079,399.63926134677297
2018-03-20,255.43468292017613,620.8639151822118,399.9038275937547
2018-03-21,244.99648425036966,586.576557384587,384.0155611381602
2018-03-22,230.21579080394176,556.6065062534559,365.16827942182385
2018-03-23,230.02020080801933,551.0502956416229,357.8358101587476
2018-03-24,45.28055686798793,107.69287727743132,69.93511150779256
2018-03-25,30.427925223884674,74.01326171248978,46.47905413307262
2018-03-26,263.39012723409365,628.3630294268188,397.440677322161
2018-03-27,249.7826031974787,625.0766072595007,396.6283701304056
2018-03-28,248.31183544890064,576.3611483888083,379.5319036714054
2018-03-29,236.34152970770927,559.5953683824723,359.3812056768598
2018-03-30,233.8324441558571,547.0697295418574,350.47697385917627
2018-03-31,43.14488637485277,103.20684165437015,68.14065456295396
2018-04-01,28.744070253314444,73.25639232437132,45.04090597331769
2018-04-02,254.17552303070823,591.2648540748429,383.047965901669
2018-04-03,238.8885410191058,583.9198495551208,380.2600488437912
2018-04-04,237.87815881132886,561.7053541299616,362.1096290892436
2018-04-05,219.9483830780177,504.40851762698264,341.43811934466316
2018-04-06,218.8721091599935,514.734252842455,331.8458647700354
2018-04-07,40.20730718943346,97.9527973690891,64.36286678298434
2018-04-08,26.85783427950399,65.88505685982022,42.48981739491293
2018-04-09,234.3576447211971,554.2431588948535,361.3485655119051
2018-04-10,220.6616544717581,563.3949099335886,359.1946321926517
2018-04-11,222.32610451370923,533.189165846451,342.97418819568026
2018-04-12,207.3894064976534,500.99996535419154,324.7121332642847
2018-04-13,206.80015134634095,502.96922172203534,317.2913188820458
2018-04-14,39.43033098847167,97.30873552659507,61.947032839639
2018-04-15,26.1139920837562,63.586869119112315,41.209847215271026
2018-04-16,224.64202881203767,553.4406747099869,353.4791550298883
2018-04-17,231.26909954119384,553.4647921830061,354.6392069687024
2018-04-18,221.56859661898764,517.6217783132003,341.92537030953287
2018-04-19,211.46775138760083,499.90818277181273,326.93469875403486
2018-04-20,212.33780915540598,519.964644913778,322.6064113918501
2018-04-21,41.984801955493296,98.45018646176216,63.58064623003181
2018-04-22,25.952437621377626,67.98585082993448,42.66888420230694
2018-04-23,243.0829791498943,573.9386053122618,368.8757612349172
2018-04-24,233.46188860433563,567.075101286822,372.56487747342857
2018-04-25,236.85830289541815,582.4259950450058,361.11288096613094
2018-04-26,223.05534893809988,524.6831220487171,346.5667804238613
2018-04-27,222.36197559097582,517.20446720109,342.6645187680309
2018-04-28,43.44428383298295,104.01116477490082,67.54695564202706
2018-04-29,29.76015580153799,70.55309186452152,45.25554339255554
2018-04-30,248.20626975973693,625.5880469802806,389.86903169777855
2018-05-01,249.6335733469425,607.462802795943,391.69139588137773
2018-05-02,249.04369802090056,580.900226931269,377.0196408655658
2018-05-03,227.56787067334645,565.8441581384134,358.78498336695617
2018-05-04,228.95587023821633,541.9322754742483,351.3037253839177
2018-05-05,43.96627974105102,104.58302432225362,68.5072114301058
2018-05-06,30.03259538105888,67.9523229568284,45.37281379982499
2018-05-07,254.13470188293715,599.235067807232,386.2339921860871
2018-05-08,253.84017250513782,610.5175319870553,383.3929509508454
2018-05-09,233.5543064370445,557.7780470548533,364.5588501560629
2018-05-10,214.28544149913526,515.5865410194092,342.92781256710384
2018-05-11,219.28236820760085,516.9112410141937,332.2181491320451
2018-05-12,42.05665778878119,101.03507208101598,64.17918581958052
2018-05-13,27.666849772310336,67.15307355180478,42.17368697532149
2018-05-14,231.61855431043614,533.6948540601032,356.8324846128461
2018-05-15,226.49470590301559,537.5377841150288,352.77381530493955
2018-05-16,217.02025461493727,518.3113297835313,334.9440712233911
2018-05-17,202.7636554736697,493.6330644047083,315.3133494483684
2018-05-18,197.47686541432225,477.7489109153886,306.4072275716982
2018-05-19,39.51698504891371,93.02303390884586,59.51122306365702
2018-05-20,26.10952706813108,61.34768390589119,39.40341196852515
2018-05-21,213.55997381634336,530.8208250255693,336.6220419132247
2018-05-22,209.22360892018918,524.8627098961158,336.6464997590108
2018-05-23,207.77863559698102,499.73934553777093,323.8593225063861
2018-05-24,194.89831173106754,484.3165927140972,309.32358579872493
2018-05-25,195.5223891521248,465.80328764823923,305.27667181347147
2018-05-26,38.333862766596155,93.12255513762679,60.25586515022068
2018-05-27,25.708832434364577,62.822755237873075,40.55627287435854
2018-05-28,225.62221169466082,542.1935434438286,352.1601863753233
2018-05-29,240.1580233256757,557.376236967288,357.78911563616856
2018-05-30,224.50999542311212,541.6506817712775,349.3681734994766
2018-05-31,223.82227641263592,512.9203151723152,338.2815331523458
2018-06-01,222.6906008102727,528.188486920633,337.925134682648
2018-06-02,44.044389945708026,102.76436567384582,67.38866393779351
2018-06-03,28.478104631215224,72.55581758877173,45.729978021159496
2018-06-04,253.95399819703525,609.4455067893618,399.44038690336225
2018-06-05,254.2248464151193,604.3664948686499,407.25299668913107
2018-06-06,253.61617698480893,609.8869462765842,398.08168723648885
2018-06-07,249.76437200038575,606.0365298954324,384.8943557891816
2018-06-08,251.59409392920958,595.5468244752994,383.0046900913942
2018-06-09,50.538939056907374,118.02172679038974,75.90773086850261
2018-06-10,33.16891685173315,80.8129575288774,51.08398054555897
2018-06-11,289.9781441860933,701.2786617979988,441.65733188935565
2018-06-12,294.4639945554133,696.9303538744689,444.96762740462333
2018-06-13,266.93739615801496,662.5204762969845,429.2200855646835
2018-06-14,259.74667448143595,647.8451125778876,409.1202411140424
2018-06-15,256.5178398551769,597.1528809061273,401.0758567179528
2018-06-16,50.7709799575241,118.84159345822422,78.2872330514461
2018-06-17,33.05759092326559,77.53562495486906,51.89195880035642
2018-06-18,284.7299691713192,701.6952260583373,442.0725633626812
2018-06-19,282.65684956684294,693.7308022051445,439.1958864302105
2018-06-20,273.9951318271578,655.5919881698735,418.2109855918877
2018-06-21,253.6016170049966,610.3169065486978,394.03568108012564
2018-06-22,249.61895072726495,598.8009680446656,382.44215498700436
2018-06-23,49.9590332817641,114.50430829234676,74.0375110559847
2018-06-24,31.133982355290374,74.76517282884288,48.76508236454138
2018-06-25,258.78970061140865,629.1343713099508,413.6310477930162
2018-06-26,261.6877509868203,648.6708290967246,409.9810328318141
2018-06-27,256.90262914007343,622.5145291052593,390.2576103901791
2018-06-28,239.07570736802583,560.4849202596613,368.18653603321746
2018-06-29,224.3920475018126,538.307836223883,358.4690044460001
2018-06-30,44.978092259081926,105.6373645794118,69.72607031375132
2018-07-01,30.029356372869298,72.20794265110442,46.208782579052134
2018-07-02,252.00796641015026,607.7526426547977,394.8324699964132
2018-07-03,255.2720530268928,612.2339562635469,394.59079702048035
2018-07-04,245.8901962079485,578.0376502319893,378.96414992218706
2018-07-05,236.03224116090746,569.4471584599734,360.9454414177242
2018-07-06,232.709241210673,548.7565104802594,354.8043054915425
2018-07-07,44.61593924195774,105.16218900225758,69.66516466269218
2018-07-08,29.961658082183725,71.48243349103923,46.58415285182297
2018-07-09,262.310785882866,614.0171976784394,401.3567668851758
2018-07-10,262.74536687188953,639.9913585108168,404.1043215002527
2018-07-11,255.43445675301402,593.1372656803843,390.5955453669433
2018-07-12,240.08245881390906,557.5055224442394,373.983888123225
2018-07-13,236.07912096194025,565.8226454224099,369.1011747144376
2018-07-14,47.585119620333174,113.2169085702766,72.6711644458019
2018-07-15,31.130443604210743,76.46117052907948,48.66524454033827
2018-07-16,270.1724164970378,657.496172017355,419.37917783534164
2018-07-17,274.37780728207787,645.5571218044644,421.8515515179385
2018-07-18,255.05652251255054,615.7688069918742,406.93492030461863
2018-07-19,251.1838398304347,598.8077760324879,388.49300920338453
2018-07-20,241.04940209870097,600.6671167511287,382.01347129845124
2018-07-21,47.7146289623075,113.92552622035092,74.8935999819403
